ID,FRECU,SALDO,CUPON,GOLD,DEBITOS,ECIV,SEXO,OCUP,EDAD,HIJOS,INGRESO
14915,3.98170138888889,1120,60.3214634146342,0,4,1,2,2,48,0,4311
11342,3.98856837606838,1580,36.2737142857143,0,4,2,1,2,42,1,3295
11002,4,20,23.755,0,1,2,2,1,20,1,923
12180,4,25,10,0,2,3,1,1,25,0,890
13026,4,50,48.225,0,2,3,2,2,34,0,843
13283,4,55,14.0344444444444,0,3,1,2,2,21,0,522
11938,4.00643939393939,8270,140.627258064516,0,4,2,2,2,44,0,9580
10635,4.00833333333333,1130,41.6424590163934,0,4,2,1,2,43,1,2982
14563,4.02150462962963,9740,166.96752,0,4,1,1,2,48,0,8165
14890,4.02612847222222,1340,51.8930612244898,0,4,2,1,1,44,0,3071
10656,4.03202614379085,270,19.3842857142857,0,3,2,1,1,21,1,1255
12911,4.03621234763244,2540,67.1648148148148,0,4,1,1,2,44,0,3180
10816,4.03943965517241,970,21.6605681818182,0,3,1,2,2,18,0,1472
11529,4.03959562438545,1120,21.7531092436975,0,3,2,1,1,33,1,2945
13903,4.04791092745638,2460,50.1114634146341,0,4,2,1,2,46,0,3535
12768,4.05108585858586,1979,82.1673214285714,0,4,1,1,2,46,0,6316
12526,4.07692307692308,1050,47.2249056603774,0,4,2,1,2,44,0,4088
12391,4.07966392711519,5772,45.2458771929825,0,4,2,2,2,43,1,9467
10408,4.08329248366013,205,11.7657142857143,0,2,1,2,2,21,0,599
10427,4.09090909090909,455,27.5823529411765,0,4,2,1,2,47,1,1605
12164,4.10844169061303,2005,34.8510169491525,0,4,1,1,2,46,0,5345
13815,4.10864734299517,5536,112.203025210084,0,4,2,2,1,42,0,4076
11851,4.11038673371648,8529,150.48685483871,0,4,2,1,2,47,1,9560
10713,4.11316919191919,3230,65.0905405405405,0,4,2,2,2,47,1,9602
12917,4.14131235827664,4875,114.3944,0,4,2,2,2,42,1,831
10210,4.15862455197133,2645,170.0046875,0,4,3,1,2,47,0,7167
13186,4.1779752803262,2791,52.0071428571429,0,4,2,1,2,47,0,8456
13519,4.17803140096618,2450,50.8224786324786,0,4,2,2,2,42,0,1260
11755,4.18467292906746,3110,47.7184745762712,0,4,2,1,2,48,0,5382
12697,4.19530052681992,3070,69.6804273504274,0,4,1,1,2,43,0,8891
11646,4.19781045751634,1260,34.4136781609196,0,4,2,1,2,42,1,1052
10633,4.1990162037037,3390,66.8634234234234,0,4,2,1,2,44,1,3142
12216,4.21166062801932,3390,78.1851282051282,0,4,2,1,1,48,1,3937
14849,4.23757716049383,100,10.2,0,3,2,1,1,19,1,540
14140,4.23889514514514,1905,41.5185217391304,0,4,1,2,2,47,0,4368
11592,4.25,55,22,0,3,1,2,3,36,0,896
14197,4.25,35,16.02,0,2,2,2,1,35,1,815
10253,4.26388888888889,955,56.9808571428571,0,4,2,1,2,44,1,3551
10018,4.28615900383142,1175,34.7513333333333,0,3,1,2,2,25,0,5000
13776,4.28762400793651,290,23.3724137931034,0,3,2,1,1,18,1,705
9586,4.29035866013072,4550,62.581976744186,0,4,1,1,2,43,0,9972
14612,4.29265386710239,2807,60.319537037037,0,4,2,2,2,44,0,9844
12622,4.29284188034188,2830,65.7946226415094,0,4,2,1,1,42,0,8578
14616,4.31302437641723,4025,86.7016504854369,0,4,1,1,1,47,0,4401
12825,4.31316798941799,209,62.915,0,4,2,1,2,47,1,673
10631,4.3256295430945,2005,45.1480909090909,0,4,1,1,2,48,1,1495
12121,4.32596739969136,305,17.1172972972973,0,3,1,1,1,34,0,821
11427,4.33551767676768,6815,134.362410714286,0,4,1,1,2,45,0,9931
12244,4.3444255050505,1895,44.9803603603604,0,4,2,1,2,46,1,5821
10955,4.35625,10,10.02,0,1,1,2,1,31,0,989
10637,4.36890782828283,390,38.83,0,4,2,1,2,41,1,714
13011,4.3716238179669,5280,114.091632653061,0,4,2,1,2,41,1,9482
11417,4.37271160130719,6069,143.536781609195,0,4,2,1,2,47,1,9586
10856,4.38238425925926,590,46.3945161290323,0,4,2,1,2,46,1,2678
10486,4.39289874551971,295,20.6796875,0,3,1,1,2,18,0,1278
11836,4.39664141414141,2530,54.4674107142857,0,4,2,1,2,46,1,4635
10064,4.4015753600823,2634,57.1708108108108,0,4,2,1,2,44,1,7135
11373,4.4171418128655,1095,34.5380519480519,0,3,1,2,1,18,0,1677
13647,4.42762896825397,2440,91.7566666666666,0,4,3,1,1,43,0,5738
14751,4.44558197463768,1766,43.3414893617021,0,4,2,1,1,44,1,2468
14777,4.44623015873016,263,35.7653333333333,0,4,2,2,2,43,1,1138
12493,4.44645337301587,1535,59.8626315789474,0,4,2,2,2,46,1,6354
14007,4.45746527777778,55,22,0,3,1,2,1,28,1,988
13491,4.46180555555556,2485,78.3480821917808,0,4,2,2,2,43,0,9808
12729,4.46703480589023,1496,45.2019047619048,0,4,2,1,2,49,1,3222
11936,4.47176791277259,5925,121.639266055046,0,4,2,1,2,44,0,6590
11196,4.47657232704402,1840,75.3518518518519,0,4,2,1,2,46,1,4239
13494,4.49375,4423,106.001477272727,0,4,3,1,1,44,0,4984
14893,4.49548611111111,45,20.766,0,2,1,2,1,18,0,980
12479,4.50823852442868,3097,68.4386868686869,0,4,2,1,1,48,1,9774
14082,4.51210978835979,2245,44.0649107142857,0,4,2,2,1,45,0,851
12928,4.52218253968254,2750,61.3287735849056,0,4,2,1,2,46,1,8527
13545,4.52306327160494,370,30.5328571428571,0,3,3,2,2,19,0,864
12374,4.52860838779956,1515,68.6378846153846,0,4,2,1,2,49,0,5688
13807,4.55712511022927,3480,34.4797196261682,0,4,2,1,2,46,1,9852
10204,4.55809061488673,5801,130.92787037037,0,4,2,1,1,45,1,8729
11103,4.56585648148148,700,124.637692307692,0,4,2,1,2,47,1,1933
11645,4.56588955026455,1760,43.9967058823529,0,4,1,1,2,45,0,4189
10328,4.5948547979798,1080,56.5644444444444,0,4,1,1,2,44,0,2959
10562,4.5954475308642,65,13,0,2,2,2,1,24,1,974
12982,4.60513888888889,290,100.945,0,4,2,1,1,46,0,552
12517,4.6148119212963,210,10,0,4,2,1,2,43,0,806
11003,4.63382201646091,330,29.275,0,3,1,1,2,26,0,1067
13100,4.64294554455446,2700,61.4993203883495,0,4,2,1,2,45,1,4199
10223,4.64532828282828,700,31.8331111111111,0,4,2,1,2,43,1,2161
13237,4.65030193236715,10040,322.373829787234,0,4,2,1,2,44,1,6665
13201,4.68244636963696,1310,28.6166990291262,0,3,1,2,2,29,0,3011
13163,4.68403501157408,2460,59.3060204081633,0,4,2,1,2,44,1,7313
11541,4.685625,3110,72.4739805825243,0,4,1,1,1,47,0,5860
9070,4.6985853909465,564,22.9507272727273,0,3,1,1,1,18,1,1072
9607,4.70134075907591,1190,32.0291346153846,0,3,1,2,1,34,0,521
14146,4.70318181818182,1605,67.5928571428572,0,4,1,1,2,46,0,1591
14440,4.72013888888889,130,47.1171428571429,0,4,2,2,3,47,0,883
10977,4.72171717171717,85,16.2333333333333,0,2,1,2,1,23,0,979
11018,4.73333333333333,295,37.475,0,4,2,1,2,27,0,504
12551,4.74088261648746,470,41.01875,0,3,1,1,1,32,0,991
13200,4.74903052805281,5223,113.126699029126,0,4,2,1,2,45,1,9798
9341,4.74930555555556,120,72.5625,0,4,1,2,2,43,0,754
14889,4.76394927536232,820,36.6959574468085,0,4,2,2,2,48,1,3340
13240,4.76944444444444,115,32.625,0,4,2,1,2,42,1,606
110286,4.77302777777778,2310,100.185098039216,0,4,2,1,2,41,1,4644
11280,4.77475994513032,3008,85.0732142857143,0,4,2,1,2,42,0,4820
12552,4.77689636752137,2295,69.0182278481013,0,4,1,1,2,47,0,2028
10198,4.77960390946502,350,35.0464285714286,0,3,1,2,2,43,0,1244
13855,4.79438194444444,5940,99.822156862745,0,4,1,1,2,44,0,9310
12663,4.80451388888889,140,33.6866666666667,0,4,1,1,2,40,0,907
11364,4.81889880952381,400,34.198275862069,0,3,1,1,2,28,0,1595
14805,4.85195630081301,1285,41.3345555555556,0,3,1,1,1,33,0,3749
10074,4.85358422939068,3050,65.4535353535354,0,4,1,1,1,44,0,9529
14343,4.87205732149676,3177,73.5918367346939,0,4,2,1,1,46,1,9583
14995,4.8754604468599,1943,43.8581443298969,0,4,2,1,2,45,1,6252
11670,4.87698412698413,220,64.585,0,4,2,2,2,44,1,820
13767,4.87722222222222,255,19.9342307692308,0,3,3,2,1,18,1,770
14266,4.88512205387205,5375,125.947326732673,0,4,2,1,2,48,0,5750
14100,4.89766414141414,140,29.335,0,3,1,2,1,26,0,818
11028,4.89975907029478,2965,73.1116504854369,0,4,2,2,2,47,1,6213
10591,4.91349206349206,6745,152.07404040404,0,4,2,1,2,46,1,5980
11450,4.92741669077932,11631,244.972929292929,0,4,2,1,3,48,0,9383
10413,4.92890329743008,5350,123.39099009901,0,4,2,1,1,45,0,9870
11563,4.93008512544803,1835,49.5707446808511,0,4,2,1,2,45,1,3946
12132,4.93204823775388,3045,65.3795789473684,0,4,2,2,2,45,0,7701
13115,4.9346926713948,4060,94.6252577319587,0,4,2,2,2,46,0,4361
10694,4.9387012012012,1995,62.6678666666667,0,4,1,2,2,45,0,3366
13078,4.94980660529716,8765,52.534367816092,0,4,2,2,3,40,0,9942
10609,4.94993055555556,60,11.8181818181818,0,2,1,2,1,20,0,993
11183,4.95220504009164,4930,114.946666666667,0,4,1,1,1,46,1,3922
12044,4.95761147660819,1620,50.3917948717949,0,4,2,2,2,46,1,817
12273,4.96081989247312,670,47.7703125,0,4,2,2,2,45,1,2460
12145,4.96421821305842,3935,92.9366,0,4,2,2,2,41,1,9760
14853,4.96635233918129,4085,91.691875,0,4,2,1,1,43,0,9440
12589,4.973906449553,1080,28.8437078651685,0,3,1,1,2,26,0,942
10670,4.97609126984127,2495,60.7477,0,4,1,2,2,45,0,4444
10589,4.98861979166667,110,12.9511111111111,0,3,2,2,1,33,1,943
10649,4.9918499228395,1455,45.6722972972973,0,4,2,2,2,42,1,5214
14868,4.99487233445567,2405,57.5577227722773,0,4,2,2,1,42,1,6453
14425,4.99505208333333,205,26.1176470588235,0,3,3,2,1,39,0,1015
14735,5,10,10,0,1,1,2,2,27,0,926
10855,5.00787760416666,1095,69.9315151515151,0,4,2,2,3,43,1,989
10240,5.009229390681,1495,57.201746031746,0,4,1,1,2,47,0,6242
11111,5.01242077128675,11290,93.8557142857143,0,4,1,1,2,46,0,9747
13020,5.01960648148148,3560,84.0883870967742,0,4,2,1,2,44,1,9541
13142,5.02536790123457,3540,111.210769230769,0,4,2,1,2,46,0,9671
14580,5.03098290598291,3160,79.6637234042553,0,4,2,1,2,44,0,9930
13633,5.03209490740741,35,38.5,0,2,2,1,2,30,0,867
12915,5.03209635416667,320,18.7363636363636,0,3,1,1,1,34,0,968
12941,5.03418209876543,540,32.7327027027027,0,3,1,2,2,34,0,890
13797,5.03582981715893,2695,70.3079012345679,0,4,2,2,2,42,1,2034
10973,5.05658107235142,1205,30.0263636363636,0,3,2,2,2,30,0,2978
11179,5.0590202294686,1175,32.7984946236559,0,3,1,2,1,19,0,2507
12886,5.06037326388889,1970,41.066,0,4,2,1,2,45,0,7615
14327,5.0640716374269,2155,17.482,0,4,1,1,2,45,0,6844
12852,5.06568287037037,525,12.8902352941176,0,2,2,1,3,37,1,1101
10622,5.06736111111111,10,10,0,1,1,2,2,29,0,931
12853,5.07175820707071,4387,123.480897435897,0,4,2,1,2,42,1,9357
11444,5.08072871278141,805,34.7682692307692,0,3,1,1,2,18,0,1890
10830,5.08114316239316,2445,59.4595744680851,0,4,1,1,2,46,0,3876
10177,5.08300438596491,1958,48.7383838383838,0,4,2,1,1,45,1,1091
13585,5.09367532855436,3923,83.1116161616162,0,4,1,1,2,46,0,9564
13288,5.09410112359551,2610,65.5851086956522,0,4,1,1,2,46,0,4730
14519,5.09533589705297,1895,49.8562765957447,0,4,2,2,2,42,0,2543
12629,5.10583484299517,2265,60.0097849462365,0,4,1,2,2,45,0,2684
11447,5.1149417562724,3210,69.5612121212121,0,4,2,2,2,46,0,6371
12456,5.11579490147198,2994,86.6586904761905,0,4,2,1,2,47,0,2356
12581,5.15833333333333,85,65.7466666666667,0,3,2,1,2,19,0,931
13398,5.17159571256038,1735,55.8639784946236,0,4,2,1,2,42,1,2442
14504,5.17735532407407,815,56.7794736842105,0,4,2,2,2,44,1,1953
13146,5.19336890243903,850,22.5116666666667,0,3,2,1,1,22,0,2787
10509,5.20891577060932,5120,115.4840625,0,4,2,1,2,48,0,9556
11885,5.21610540334855,3000,89.1017333333333,0,4,2,1,2,48,1,8398
12185,5.22594353864734,2227,56.0904301075269,0,4,2,2,2,45,1,3894
13644,5.22805989583333,410,16.5292307692308,0,2,1,1,3,28,0,682
11192,5.2292009755291,440,34.8786206896552,0,3,1,2,1,29,0,1135
10889,5.24471726190476,495,40.558275862069,0,4,2,2,2,45,1,1682
11790,5.25396825396825,660,53.89,0,4,2,1,2,43,1,2865
14878,5.25814255189255,3695,90.1344565217391,0,4,1,1,2,46,0,8894
13233,5.26008771929824,415,49.457,0,4,2,1,2,44,0,1194
14166,5.26155372405373,3425,80.2627659574468,0,4,2,1,2,46,1,9912
14029,5.27634259259259,2240,53.9736559139785,0,4,2,1,2,42,1,7668
11038,5.27681914251208,1655,44.6458510638298,0,4,1,2,2,45,0,4767
13348,5.28929924242424,2460,66.8669662921349,0,4,2,2,2,41,0,4408
10703,5.29125,300,23.4374193548387,0,3,2,1,1,34,1,1168
11511,5.29666822721598,1547,44.0054945054945,0,3,1,2,1,24,0,5305
12467,5.30173611111111,2070,50.8885555555555,0,4,2,1,2,44,1,681
12592,5.34097222222222,140,45.91,0,4,2,1,1,47,0,688
10839,5.35088601532567,2369,63.6131111111111,0,4,2,1,2,42,1,4756
11717,5.35150891632373,1270,31.9396511627907,0,3,2,2,2,40,1,1818
10162,5.35853937728938,1381,34.5837634408602,0,3,1,2,3,42,1,4699
14937,5.3640696347032,1175,36.1124324324324,0,3,1,2,1,26,0,4161
14400,5.36627382897603,1405,154.282222222222,0,4,1,1,2,45,0,2182
10985,5.3739771021021,2055,52.5039240506329,0,4,1,2,2,46,0,5590
12112,5.37836538461538,205,30.5035714285714,0,3,2,2,2,18,1,781
10462,5.3853387345679,7679,143.644946236559,0,4,2,1,2,49,1,739
12819,5.38534946236559,940,69.7940625,0,4,2,1,2,44,1,1913
13298,5.38815543071161,2425,65.9441758241758,0,4,2,1,2,45,0,8605
9011,5.4040404040404,2270,60.2031182795699,0,4,1,1,2,50,0,8314
12615,5.40542695473251,260,26.4475,0,3,1,2,1,40,0,802
11408,5.41452991452991,1440,114.215925925926,0,4,1,2,2,45,0,854
14768,5.41544943820225,5740,134.716,0,4,2,2,2,44,1,9479
14648,5.42330779054917,5317,131.412584269663,0,4,2,1,2,45,1,9914
12036,5.4352809706258,1360,39.0456818181818,0,3,1,2,1,34,1,1634
11387,5.43653549382716,265,33.3673684210526,0,3,1,2,2,23,0,879
11703,5.44891598915989,5745,145.239166666667,0,4,2,1,2,45,1,4814
11824,5.46324787360034,5180,123.513707865169,0,4,2,1,2,48,1,9831
13822,5.47717013888889,1645,46.3635211267606,0,4,2,1,2,43,1,6025
10975,5.48663194444444,3390,86.6101111111111,0,4,2,1,1,45,0,9908
11247,5.49509043927648,3337,92.4940229885057,0,4,2,1,2,40,1,9305
12495,5.50699385683761,1210,37.0101265822785,0,3,1,2,1,25,0,767
12773,5.51233660130719,1770,51.2570114942529,0,4,1,1,2,43,0,6317
10429,5.51357897782651,1465,47.6564556962025,0,4,2,1,2,48,0,2409
10909,5.51459131545339,1285,32.3618181818182,0,3,1,2,1,31,0,811
14886,5.51467370014245,375,33.7559259259259,0,3,3,2,2,19,0,850
13424,5.51820436507937,1285,31.5568235294118,0,3,2,1,1,19,0,2935
13449,5.52237654320988,1940,114.212162162162,0,4,2,1,2,46,0,2987
11854,5.52541666666667,250,93.75,0,4,2,1,2,44,0,884
11035,5.52952196382429,3155,76.2652688172043,0,4,2,2,2,43,1,2246
12102,5.54467592592593,655,55.2957142857143,0,4,2,1,1,42,1,1464
11192,5.54513020833333,5880,154.831358024691,0,4,3,1,2,47,0,9696
11105,5.55793852880658,1490,122.671071428571,0,4,1,1,2,45,0,3209
12900,5.56447456492637,2615,73.4708333333333,0,4,2,2,2,46,1,9824
12221,5.57380357142857,2358,10,0,4,2,2,2,41,0,8261
10907,5.57821593915344,6995,160.923720930233,0,4,2,1,2,48,1,9850
12922,5.58284853249476,1335,56.8209259259259,0,4,2,1,2,48,1,3262
12466,5.58960813492064,3043,70.1456521739131,0,4,1,1,1,45,0,9502
11067,5.60222701149425,2290,63.0314130434783,0,4,2,1,1,42,0,1815
12729,5.60459857723577,1735,49.3625,0,4,2,1,2,43,1,726
11045,5.60648692810457,890,29.7322988505747,0,3,2,2,1,21,1,2605
12184,5.60763888888889,425,41.6648148148148,0,3,1,2,1,20,0,1390
9829,5.61719576719577,3405,88.1615294117647,0,4,1,1,1,45,0,2384
13696,5.62734331813157,1610,53.7525352112676,0,4,2,2,2,40,1,1189
13179,5.62847222222222,260,67.6633333333333,0,4,2,1,2,46,1,641
